peak_id	direction	cytoband	q_value	residual_q	chrom	start	end	gene
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	C8orf75
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	MBOAT4
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	DEFB109P1B|641517|2of2
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	FAM86B2
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	SPAG11A
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	DEFA1B|728358|3of3
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	ZNF705D
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	FAM66E
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	FAM66D
del:8p21.2	del	8p21.2	1.5231e-13	8.5226e-05	8	6505116	36642339	FAM66A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-4288
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-4287
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-4286
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-3148
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-548v
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-1322
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-548i-3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-548h-4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-598
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-597
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-596
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-383
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-320a
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	hsa-mir-124-1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NAT1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NAT2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ADRA1A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ANGPT2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ASAH1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ATP6V1B2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	BLK
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	BMP1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	POLR3D
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	BNIP3L
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CHRNA2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CLU
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CTSB
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFA4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFA5
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFA6
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB4A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DPYSL2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DUSP4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	EGR3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	EPB49
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	EPHX2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CLN8
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	EXTL3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PTK2B
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FDFT1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FGL1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	GATA4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	GFRA2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	GNRH1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	GSR
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	GTF2E2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NRG1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LOXL2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LPL
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MSR1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MSRA
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NEFM
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NEFL
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NKX3-1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PCM1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PDGFRL
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PNOC
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PPP2CB
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PPP2R2A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PPP3CC
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SFTPC
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SLC7A2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SLC18A1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	STC1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	WRN
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FZD3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TUSC3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	UBXN8
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TNKS
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ADAM7
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TNFRSF10D
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TNFRSF10C
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TNFRSF10B
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TNFRSF10A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FGF17
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DOK2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MTMR7
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MYOM2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DLGAP2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MFHAS1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ENTPD4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ARHGEF10
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PHYHIP
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	KBTBD11
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SORBS3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NPM2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DLC1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SPAG11B|10407|2of2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DCTN6
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PNMA2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ADAM28
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	RBPMS
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LZTS1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	XPO7
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TRIM35
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	RHOBTB2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	KIF13B
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PSD3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LEPROTL1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SLC39A14
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FBXO25
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FGF20
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ADAMDEC1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CNOT7
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PURG
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ZDHHC2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SLC25A37
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SCARA3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TMEM66
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	KCTD9
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PINX1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PIWIL2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ELP3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	INTS10
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CCDC25
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	AGPAT5
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	INTS9
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CSGALNACT1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	HR
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PBK
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ZNF395
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	BIN3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TEX15
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MTUS1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf79
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	KIAA1967
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SH2D4A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PDLIM2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CSMD1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	EBF2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FAM160B2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MTMR9
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DUSP26
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	HMBOX1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MCPH1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PPP1R3B
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	RNF122
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NUDT18
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DOCK5
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FLJ14107
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf41
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	REEP4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	STMN4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SOX7
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FAM167A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	AMAC1L2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf12
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MAK16
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FUT10
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FAM86B1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ERI1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LONRF1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CHMP7
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	RP1L1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CLDN23
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	VPS37A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NKX2-6
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SGCZ
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB104A|140596|2of2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SGK223
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PEBP4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	CDCA2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ESCO2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FBXO16
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LOC157627
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf42
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ERICH1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	TDH
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf48
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ZNF596
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	R3HCC1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	PRSS55
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf74
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LGI3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB105A|245908|2of2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB106A|245909|2of2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB107A|245910|2of2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB109P1
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB130|245940|2of2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	NEIL2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FLJ10661
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	XKR6
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	EFHA2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SCARA5
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LOC286135
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LOC340357
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LOC349196
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	USP17L2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	XKR5
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf80
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	LOC392196
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB103B|414325|2of2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	OR4F21
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FAM90A7
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf58
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB135
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB136
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB134
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	C8orf75
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	MBOAT4
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFB109P1B|641517|2of2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	RPL23AP53
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FAM86B2
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	SPAG11A
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	DEFA1B|728358|3of3
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	ZNF705D
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FAM66E
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FAM66D
del:8p23.3	del	8p23.3	9.2195e-13	0.00011891	8	1	35110688	FAM66A
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-4252
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-4251
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-1273d
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-1256
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-1302-2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-1290
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-551a
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-429
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-200a
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-200b
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	hsa-mir-34a
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	ALPL
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	RERE
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	C1QA
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	C1QB
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	C1QC
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CA6
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CAPZB
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CASP9
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	TNFRSF8
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CDA
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CDK11B
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CDC42
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CLCN6
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CLCNKA
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CLCNKB
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CORT
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	DDOST
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	DFFA
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	DFFB
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	DVL1
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	ECE1
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	MEGF6
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	EPHA2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	ENO1
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	EPHA8
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	MTOR
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	GABRD
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	GNB1
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	ZBTB48
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	HSPG2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	HTR6
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	TNFRSF9
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	MFAP2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	MTHFR
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	NBL1
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	NPPA
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	NPPB
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PAX7
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PEX10
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PEX14
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PGD
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PIK3CD
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PLA2G2A
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PLA2G5
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PLOD1
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	EXOSC10
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PRKCZ
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	RAP1GAP
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	RPL22
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	RSC1A1
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	SCNN1D
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	SDHB
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	SKI
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	SLC2A5
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	SRM
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	TNFRSF1B
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	TP73
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	TNFRSF4
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	ZBTB17
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PRDM2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	MMP23B
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	MMP23A
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	KCNAB2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	AKR7A2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	ALDH4A1
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	EIF4G3
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	TNFRSF25
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	TNFRSF14
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	TNFRSF18
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PER3
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	DHRS3
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	VAMP3
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	H6PD
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	ISG15
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	PLCH2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CROCC
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	KIAA0562
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	KLHL21
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	SLC35E2|9906
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	ZBTB40
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	MFN2
del:1p36.32	del	1p36.32	1.2824e-07	0.001087	1	1	23038731	CELA3A
